period,ugs_id,network_id,N_interactions,P_plants,A_pollinators,L_links,singleton_rate,connectance,link_evenness,H2_specialization,WNODF_nestedness,plants_recorded,plant_records_rows,availability_sum,availability_n_nonmissing,share_interactions_species_id,share_taxa_species_id,share_bee_interactions,ugs_type,site_name,lat,lon,plant_trait_node_cov,plant_trait_weighted_cov,alien_share_unweighted,alien_share_weighted,flower_color_richness,symmetry_richness,pollination_syndrome_richness,plant_height_range,flowering_start_range,poll_trait_node_cov,poll_trait_weighted_cov,bee_trait_weighted_cov,bee_itd_range,bee_tongue_range,lecty_richness,nesting_richness,sociality_richness,botgarden_overlap_node,botgarden_overlap_weighted,s_N,s_P,s_A,s_L,s_singletons,s_species_id,score_richness,score_completeness,s_connectance,s_evenness,s_H2,score_structure,s_plant_traits_cov,s_bee_traits_cov,score_trait_coverage,s_color_rich,s_symm_rich,s_syn_rich,s_height_rng,s_flow_rng,score_plant_trait_breadth,s_itd_rng,s_tong_rng,s_lecty_rich,s_nest_rich,s_soc_rich,score_bee_trait_breadth,score_trait_breadth,score_overall_noBG
C,20,C_20,93,14,15,29,0.5517241379310345,0.1380952380952381,0.8268404125244988,0.49824435498869646,15.136054421768709,31,37,13052,10,0.989247311827957,0.9333333333333333,0.956989247311828,Real estate,Genosseschaft in der Ey,47.37421,8.49236,0.9285714285714286,0.946236559139785,0.15384615384615385,0.10752688172043011,5,2,3,1.653988274572436,4,0.8,0.967741935483871,0.9887640449438202,4.124407407407408,8.800624667379244,2,3,3,NA,NA,0.9316239316239319,0.9166666666666666,0.572916666666667,0.724550898203593,1,0.9533063694058072,0.7864395407902146,0.9766531847029036,0.09392513677138715,0.47356125531987076,0.014713253913080848,0.19406654866811293,0.7464078408982778,0.9110788933188352,0.8287433671085565,0.75,1,1,0.16914046794232424,0.6,0.7038280935884649,0.7715026418986181,0.7552547864288198,0.5,0.5,0.5,0.6053514856654876,0.6545897896269762,0.7287869195858645
B,35,B_35,43,15,21,28,0.75,0.08888888888888889,0.9099918023053244,0.789653965298258,3.0952380952380953,30,34,4504,17,1,1,0.7209302325581395,Garden,Hubenstrasse,47.4016,8.5695,1,1,0.06666666666666667,0.023255813953488372,6,2,2,0.7898992260398301,2,0.8095238095238095,0.9069767441860465,0.96875,3.5664000000000007,8.983424934111198,3,5,4,NA,NA,0.3974358974358976,1,0.8854166666666672,0.6946107784431139,0.5696202531645571,1,0.7443658356364197,0.7848101265822786,0,0.7263576144057875,0.5869480251111144,0.43776854650563396,1,0.7526881720430109,0.8763440860215055,1,1,0.5,0.06888480405945167,0.2,0.5537769608118903,0.6304112802578173,0.7781602543812626,1,1,0.75,0.831714306927816,0.6927456338698532,0.7210998178370799
C,9,C_9,148,12,22,40,0.675,0.15151515151515152,0.6624809455263859,0.4952205526470196,14.010475121586234,53,53,3641,20,0.9864864864864865,0.9545454545454546,0.9121621621621622,Allotment,Pauls Garden,47.36224,8.50003,0.8333333333333334,0.972972972972973,0.3,0.033783783783783786,3,1,1,1.358599210516527,3,0.6818181818181818,0.9391891891891891,0.9851851851851852,3.54,7.679511492390909,2,4,4,NA,NA,1,0.75,0.9375000000000006,1,0.7405063291139241,0.9413174642532441,0.9218750000000001,0.8409118966835841,0.12752360658010364,0,0.008775478424827605,0.04543302833497708,0.8725185362353507,0.8827558741537235,0.8776372051945371,0.25,0,0,0.13486804339191863,0.4,0.15697360867838372,0.6237360786424422,0.6147756593473944,0.5,0.75,0.75,0.6477023475979673,0.4023379781381755,0.7156267121799615
B,58,B_58,102,12,29,40,0.725,0.11494252873563218,0.7761335412162602,0.5371452218555239,7.051553672316383,27,27,6408,12,0.9019607843137255,0.896551724137931,0.7352941176470589,Ruderal,Allmannstrasse,47.4168364542774,8.55126416858936,1,1,0.3333333333333333,0.11764705882352941,5,2,2,0.6139246258432309,2,0.7241379310344828,0.8137254901960784,0.9746835443037974,5.696,12.045671894836978,2,4,3,NA,NA,1,0.75,1,1,0.6265822784810129,0.574263956347065,0.9375,0.6004231174140389,0.03595936739060926,0.31940252771293,0.09110204777371281,0.14882131429241735,1,0.7996461140601605,0.8998230570300803,0.75,1,0.5,0.0484674056452564,0.2,0.49969348112905126,1,1,0.5,0.75,0.5,0.75,0.6248467405645256,0.7148659532376349
B,9,B_9,65,12,22,30,0.7666666666666667,0.11363636363636363,0.8595914140297989,0.6694228829122796,6.902356902356902,40,42,1496,17,1,1,0.8153846153846154,Allotment,Pauls Garden,47.36224,8.50003,0.9166666666666666,0.9846153846153847,0.6363636363636364,0.5846153846153846,5,2,1,1.9408520989215399,1,0.8181818181818182,0.9384615384615385,1,5.555999999999999,12.07865269729753,2,4,4,NA,NA,0.6324786324786327,0.75,0.9375000000000006,0.754491017964072,0.5316455696202532,1,0.7686174126106763,0.7658227848101267,0.032689215990984455,0.573130654686259,0.35085283989417426,0.3188909035238059,0.9274336283185843,1,0.9637168141592922,0.75,1,0,0.20242375419961317,0,0.3904847508399226,1,1,0.5,0.75,0.75,0.8,0.5952423754199614,0.7125269172007567
B,19,B_19,69,10,22,33,0.7878787878787878,0.15,0.8214893584741693,0.6237184385956565,4.097653554175293,22,30,4841,16,0.9710144927536232,0.9545454545454546,0.7536231884057971,Real estate,Sägestrasse,47.39319,8.44674,1,1,0.1,0.08695652173913043,4,2,2,3.1675517424242328,4,0.7272727272727273,0.8985507246376812,1,4.1615,8.725261615422431,3,5,4,NA,NA,0.6752136752136754,0.5833333333333334,0.9375000000000006,0.8443113772455092,0.48331415420023033,0.8741302131808713,0.7600895964481296,0.6787221836905508,0.12373023095653886,0.4572930127233148,0.26110400762857633,0.2807090837694767,1,1,1,0.5,1,0.5,0.3447511999103256,0.6,0.5889502399820651,0.7808814500043952,0.7458115509114106,1,1,0.75,0.8553386001831612,0.7221444200826131,0.7041010798910449
C,24,C_24,56,11,22,31,0.7419354838709677,0.128099173553719,0.8821584773414013,0.6560491729398411,7.77972027972028,23,28,1416,14,1,1,0.6964285714285714,Real estate,Altwiesenstrasse,47.40297,8.57899,1,1,0,0,4,2,3,1.866854941239106,3,0.8181818181818182,0.8571428571428571,0.975,4.124407407407408,8.898977240264694,1,4,4,NA,NA,0.5363247863247864,0.6666666666666666,0.9375000000000006,0.7844311377245511,0.5879951000408331,1,0.7312306476790011,0.7939975500204166,0.06889871057955722,0.6417389059190001,0.32459117385640157,0.34507626345165293,1,0.8021505376344085,0.9010752688172042,0.5,1,1,0.19383825692766385,0.4,0.6187676513855328,0.7715026418986181,0.7675786836886161,0,0.75,0.75,0.6078162651174468,0.6132919582514897,0.6995436947411613
B,59,B_59,53,11,19,30,0.6333333333333333,0.14354066985645933,0.9184263280871257,0.5548649416468079,8.591445427728614,17,17,4835,10,1,1,0.8867924528301887,Ruderal,Hofwiesenstrasse,47.4045952,8.53645843,0.9090909090909091,0.9811320754716981,0.1,0.41509433962264153,4,2,2,1.751047619047621,2,0.7368421052631579,0.8867924528301887,0.9791666666666666,4.19,8.99952728926705,2,2,3,NA,NA,0.5042735042735044,0.6666666666666666,0.7812500000000004,0.754491017964072,0.8354430379746838,1,0.6766702972260609,0.9177215189873419,0.10755847171923645,0.752000209362719,0.125897879625954,0.32848552023596983,0.9110035064284522,0.8351254480286736,0.873064477228563,0.5,1,0.5,0.18040174828480843,0.2,0.47608034965696167,0.7880876335664478,0.780177931852828,0.5,0.25,0.5,0.5636531130838551,0.5198667313704084,0.6864315954446135
B,26,B_26,61,8,23,33,0.7575757575757576,0.1793478260869565,0.8778044264998073,0.5214404753235775,10.92526690391459,18,24,351,14,1,1,0.6721311475409836,Garden,Gladiolenweg,47.38128,8.49833,1,1,0.25,0.14754098360655737,4,2,2,2.290929040650093,2,0.7391304347826086,0.7868852459016393,1,2.7600000000000002,5.7987062630625905,1,4,4,NA,NA,0.5897435897435899,0.4166666666666667,0.9895833333333339,0.8443113772455092,0.5523590333716918,1,0.7100762417472749,0.7761795166858458,0.197206267491239,0.6285017465289865,0.06026297548338963,0.29532366316787173,1,1,1,0.5,1,0.5,0.24304132279706706,0.2,0.4886082645594134,0.4265142127336356,0.3791046470707158,0,0.75,0.75,0.4611237719608703,0.47486601826014185,0.681051551337274
C,52,C_52,133,9,17,22,0.7727272727272727,0.1437908496732026,0.40649074099593024,0.9029926705798972,3.197674418604651,13,14,2152,12,0.9924812030075187,0.9411764705882353,0.9624060150375939,Ruderal,Güterstrasse,47.3822448636764,8.51737256111909,1,1,0.1111111111111111,0.007518796992481203,5,2,2,0.399302780775642,2,0.8235294117647058,0.9699248120300752,1,4.0600000000000005,9.3393737476924,2,4,4,NA,NA,1,0.5,0.6770833333333337,0.5149700598802396,0.517836593785961,0.9673495665769927,0.6730133483033933,0.74259308018147685,0.10818482889134205,0,0.8095087979553041,0.3058978756155487,1,1,1,0.75,1,0.5,0.02356597263026985,0.2,0.49471319452605395,0.7552173225816468,0.8227617983940484,0.5,0.75,0.75,0.715595824195139,0.6051545093605964,0.6741240876360446
C,13,C_13,87,10,18,27,0.6666666666666666,0.15,0.7105780833816224,0.7097676448830976,7.171717171717172,16,19,4229,12,0.9885057471264368,0.9444444444444444,0.8735632183908046,Real estate,Eisenbahnerstrasse,47.38901,8.49055,0.9,0.9885057471264368,0.1111111111111111,0.011494252873563218,4,2,2,0.6039708832680879,3,0.6666666666666666,0.896551724137931,0.9743589743589743,2.42,5.59487784174489,2,3,5,NA,NA,0.8675213675213678,0.5833333333333334,0.7291666666666671,0.6646706586826349,0.7594936708860762,0.9500861190200007,0.7111730065510008,0.8547898949530385,0.12373023095653886,0.12010121594305444,0.43007697945115536,0.2246361421169162,0.9457837452954939,0.7970774744968292,0.8714306098961615,0.5,1,0.5,0.04731252574985113,0.4,0.48946250514997025,0.3405457070810788,0.3535642829577051,0.5,0.5,1,0.5388219980077568,0.5141422515788635,0.6712514195708561
B,47,B_47,36,11,15,24,0.75,0.14545454545454545,0.9366823551705925,0.7003575633034343,8.75,20,26,3873,20,1,1,0.8055555555555556,Park,Schärrerwiese,47.4027993,8.4975626,1,1,0,0,6,2,3,7.101051742424212,4,0.8,0.9166666666666666,1,3.928,8.377276663157211,4,4,4,NA,NA,0.3226495726495727,0.6666666666666666,0.572916666666667,0.5748502994011977,0.5696202531645571,1,0.534270801346026,0.7848101265822786,0.11235010408584456,0.8075020739766346,0.4115986050627018,0.44381692770839365,1,1,1,1,1,1,0.8011343175449851,0.6,0.880226863508997,0.7218413145047716,0.7022079046228028,1,0.75,0.75,0.7848098438255149,0.832518353667256,0.6704947203778509
B,44,B_44,50,12,20,26,0.7692307692307693,0.10833333333333334,0.8605342679158738,0.8681859610496685,2.5390625,17,20,4554,14,0.96,0.9,0.78,Park,Sonnenberg,47.3677599,8.56729097,0.9166666666666666,0.96,0.18181818181818182,0.14,4,2,2,2.91038774047188,2,0.7,0.84,1,4.73,10.1146331164986,2,4,3,NA,NA,0.4722222222222224,0.75,0.8333333333333338,0.6347305389221558,0.5258033106134372,0.8262996941896024,0.672571523619428,0.6760515024015198,0.01941240130850779,0.5759971134451326,0.7411596126177699,0.44552304245713675,0.8113274336283184,1,0.9056637168141592,0.5,1,0.5,0.3149138263360479,0.2,0.5029827652672096,0.924625848426391,0.9199043187223149,0.5,0.75,0.5,0.7189060334297411,0.6109443993484753,0.6680113637536171
B,3,B_3,62,16,17,28,0.7857142857142857,0.10294117647058823,0.7676379607399405,0.705856196423553,6.184895833333334,47,47,1081,12,0.9838709677419355,0.9411764705882353,0.9516129032258065,Allotment,Gartenareal Breitenstein,47.39403,8.51594,0.9375,0.967741935483871,0.4666666666666667,0.7419354838709677,6,2,2,1.498741373789552,2,0.8823529411764706,0.967741935483871,0.9833333333333333,4.124407407407408,8.808952583270553,2,5,3,NA,NA,0.6004273504273506,1,0.6770833333333337,0.6946107784431139,0.48824593128390614,0.9299595541087108,0.7430303655509496,0.7091027426963085,0.005912446883468452,0.2935743146380084,0.4223961524121201,0.24062763797786565,0.8478447045389668,0.8681003584229386,0.8579725314809528,1,1,0.5,0.1511279944244873,0.2,0.5702255988848974,0.7715026418986181,0.7562983013753201,0.5,1,0.5,0.7055601886547876,0.6378928937698425,0.6676120095554485
B,57,B_57,63,11,14,24,0.625,0.15584415584415584,0.8324403004917279,0.643702203030336,12.785388127853881,21,24,2571,17,0.9682539682539683,0.8571428571428571,0.9365079365079365,Ruderal,Oberer Letten,47.3844714,8.53759346,1,1,0.18181818181818182,0.12698412698412698,6,2,3,0.582746097159455,3,0.7857142857142857,0.9523809523809523,0.9830508474576272,4.470000000000001,9.61147543318197,3,3,3,NA,NA,0.6111111111111113,0.6666666666666666,0.5208333333333336,0.5748502994011977,0.8544303797468357,0.8621426144361924,0.5933653526280773,0.8582864970915141,0.13836182264743155,0.4905860013059083,0.3003456951515325,0.3097645063682908,1,0.8658647712775656,0.9329323856387828,1,1,1,0.04484992652387255,0.4,0.6889699853047745,0.8588852264567888,0.8568570245565249,1,0.5,0.5,0.7431484502026627,0.7160592177537186,0.6670138960459666
B,46,B_46,80,13,20,29,0.7586206896551724,0.11153846153846154,0.7672543613851636,0.605612839914756,8.146766169154228,23,40,5239,21,1,1,0.8125,Park,Muraltengut,47.3527107,8.53272972,0.9230769230769231,0.8875,0,0,5,2,3,3.0963614942528848,2,0.75,0.9375,0.9848484848484849,3.928,8.43009235993223,1,5,3,NA,NA,0.7927350427350429,0.8333333333333334,0.8333333333333338,0.724550898203593,0.5499781754692277,1,0.7959881519013258,0.7749890877346138,0.02743684974297173,0.2924080981683749,0.2255504337173986,0.18179846054291507,0.46935840707964577,0.8800912349299448,0.67472482100479525,0.75,1,1,0.3364913734439152,0.2,0.657298274688783,0.7218413145047716,0.7088258832039831,0,1,0.5,0.5861334395417509,0.621715857115267,0.6640431562511363
